Timestamp,Angkatan,Fakultas,Region,Apakah Anda pernah berpartisipasi dalam forum diskusi selama perkuliahan?,Saya secara aktif berkontribusi dalam diskusi forum BINUS daripada hanya membaca postingan.,Saya sering kembali membuka forum diskusi di Binusmaya sebelumnya ketika mempersiapkan diri untuk ujian.,Saya merasa topik yang dibahas di forum Binusmaya terkadang kurang relevan atau terlalu kaku untuk membuat saya tertarik.,Saya merasa forum diskusi Binusmaya memberi saya ruang untuk mengenal perspektif mahasiswa dari latar belakang yang berbeda.,Saya merasa nyaman mengungkapkan pemikiran saya dalam diskusi berbasis forum.,Diskusi forum membantu saya memahami konsep yang tidak saya mengerti dari perkuliahan.,"Saya lebih nyaman berdiskusi melalui forum tulis (asinkron), seperti Binusmaya, dibandingkan pertemuan langsung (sinkron), seperti Zoom atau Microsoft Teams.","Saya berpartisipasi dalam diskusi forum Binusmaya karena merasa bermanfaat dan membantu saya tetap terlibat dalam kursus saya, bukan hanya karena tugas atau absensi.",Forum membantu menciptakan rasa komunitas dalam perkuliahan daring.,Pembelajaran berbasis forum memiliki dampak positif terhadap nilai akademik saya.,Diskusi forum membantu saya memahami dan mengingat konsep perkuliahan dengan lebih baik.,Saya biasanya mendapatkan jawaban atau umpan balik yang memadai dari dosen di forum dalam waktu yang saya butuhkan.,Saya menerapkan konsep dari diskusi forum dalam tugas dan ujian saya.,Respon dari dosen dalam forum secara signifikan meningkatkan pengalaman belajar saya.,Saya lebih memilih mempelajari materi melalui forum diskusi dibandingkan menonton video pembelajaran.,Saya lebih memilih forum diskusi dibandingkan mengikuti online course mandiri.,"Saya lebih memilih forum diskusi dibandingkan mengikuti online course mandiri seperti Coursera, edX, atau platform sejenis.","Menurut Anda, apa saja faktor yang dapat menciptakan suasana pembelajaran yang optimal?",Lingkungan seperti apa yang paling membantu Anda untuk fokus belajar?,Apa jenis aktivitas belajar yang paling sesuai dengan gaya belajar Anda?,"Apakah Anda merasa bahwa forum pembelajaran asinkron memberikan kesempatan yang setara bagi semua mahasiswa untuk terlibat, atau ada kelompok tertentu yang lebih banyak mendapat keuntungan?",Apa faktor yang menurut Anda paling berkontribusi terhadap keterlibatan Anda dalam pembelajaran berbasis forum asinkron di BINUS?,"Dalam pandangan Anda, bagaimana forum pembelajaran asinkron dapat ditingkatkan agar lebih menarik dan bermanfaat bagi mahasiswa?"
05/05/2025 17:40:09,B28 (Binusian 2028),School of Computer Science,Kemanggisan,Ya,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,,"Fleksibilitas waktu belajar, Umpan balik cepat dari dosen, Akses materi belajar yang jelas dan lengkap",Ruangan yang tenang tanpa gangguan,"Membaca materi mandiri, Menonton video penjelasan","Jika untuk forum diskusi saya rasa agak terbatas, apalagi ada beberapa dosen yang tidak aktif melihat forum diskusi. Namun untuk rekaman video kuliah dan materi digital sangat membantu untuk mempelajari dan mereview materi yang sudah dipelajari di kelas.",Mungkin kelengkapan dan kejelasan materi yang disampaikan melalui forum asinkron sehingga membantu memahami materi,"Perbanyak materi berupa video baik dosen maupun youtube untuk menambah pengetahuan. Selain itu, terkadang ada sesi yang tidak terdapat rekaman video kuliah. Saya harap rekaman selalu ada untuk membantu mahasiswa mereview kembali pembahasan dosen"
05/05/2025 17:42:48,B28 (Binusian 2028),School of Computer Science,Kemanggisan,Ya,4.0,5.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,,"Interaksi aktif dengan dosen, Kolaborasi dengan teman sekelas, Akses materi belajar yang jelas dan lengkap",Ruang bersama dengan suasana belajar (misalnya perpustakaan),"Membaca materi mandiri, Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal",menurut saya forum meberikan kesempatan yang sama bagi semua mahasiswa karena semua mahasiswa dapat mengakses dan memposting hal yang mereka inginkan di forum sehingga tidak hanya menguntungkan pihak tertentu saja,"Adanya tugas dari dosen atau materi yang mengharuskan dilakukannya diskusi, yang kemudian harus dikumpulkan melalui forum","Menurut saya, materi yang diberikan di forum haruslah berkaitan dan bermanfaat terhadap materi yang akan dibahas sehingga berguna dan akan lebih menarik untuk dibaca. Selain itu, dosen juga dapat melakukan lebih banyak interaksi dan memberikan feedback terhadap forum yang telah diposting oleh mahasiswa"
05/05/2025 17:42:52,B28 (Binusian 2028),Faculty of Digital Communication and Hotel & Tourism,Kemanggisan,Ya,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,,"Fleksibilitas waktu belajar, Umpan balik cepat dari dosen, Akses materi belajar yang jelas dan lengkap","Ruangan yang tenang tanpa gangguan, Belajar sambil mendengarkan musik, Belajar di malam hari ketika tidak ada gangguan lain","Membaca materi mandiri, Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal",Mungkin,Kesadaran diri,Pembagian topik yang jelas
05/05/2025 17:44:59,B28 (Binusian 2028),School of Computer Science,Kemanggisan,Ya,1.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,,"Fleksibilitas waktu belajar, Akses materi belajar yang jelas dan lengkap, Lingkungan belajar yang tenang","Ruangan yang tenang tanpa gangguan, Belajar sambil mendengarkan musik, Belajar di malam hari ketika tidak ada gangguan lain","Membaca materi mandiri, Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal","menurut saya sistem ini memberikan kesempatan yang setara bagi semua orang karena dengan sistem ini orang"" dapat belajar sesuai dengan waktu yang mereka bisa, tapi kembali lagi ini tergantung niat belajar masing""",saat diberikan tugas atau pada saat mau ujian,"diberikan tugas"" yang mengharuskan mahasiswa untuk dikerjakan, karena apabila ada tugas mahasiswa otomatis akan belajr terlebih dahulu supaya bisa menjawab soal yang diberikan."
05/05/2025 17:45:13,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,4.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,,"Interaksi aktif dengan dosen, Akses materi belajar yang jelas dan lengkap, Lingkungan belajar yang tenang","Ruangan yang tenang tanpa gangguan, Belajar di malam hari ketika tidak ada gangguan lain","Membaca materi mandiri, Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal",Ya,Karena merupakan kewajiban (absensi),Tidak hanya dengan tugas
05/05/2025 17:49:09,B28 (Binusian 2028),School of Computer Science,Kemanggisan,Ya,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,"Fleksibilitas waktu belajar, Akses materi belajar yang jelas dan lengkap, Lingkungan belajar yang tenang",Belajar sambil mendengarkan musik,"Membaca materi mandiri, Menonton video penjelasan, Membuat mind map atau visualisasi konsep",iya,dosen dan mahasiswa,membuat Ppt menjadi menarik dengan bahasa santai
05/05/2025 17:52:26,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,5.0,3.0,2.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,,"Interaksi aktif dengan dosen, Kolaborasi dengan teman sekelas, Akses materi belajar yang jelas dan lengkap","Ruangan yang tenang tanpa gangguan, Belajar di malam hari ketika tidak ada gangguan lain","Diskusi dan debat tertulis, Membaca materi mandiri",menurut saya memberikan kesempatan yang setara,pertanyaan dari dosen,tidak ada
05/05/2025 17:52:31,B28 (Binusian 2028),Binus Business School Undergraduate Program,Alam Sutera,Ya,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,Interaksi aktif dengan dosen,Ruangan yang tenang tanpa gangguan,Menonton video penjelasan,ya,ya,ya
05/05/2025 17:57:21,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,,"Kolaborasi dengan teman sekelas, Umpan balik cepat dari dosen",Ruang bersama dengan suasana belajar (misalnya perpustakaan),Diskusi dan debat tertulis,kelompok aktif lebih diuntungkan,faktor waktu,tingkatkan kualitas materi
05/05/2025 18:14:18,B28 (Binusian 2028),School of Computer Science,Kemanggisan,Ya,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Interaksi aktif dengan dosen,Ruangan yang tenang tanpa gangguan,Diskusi dan debat tertulis,Iya,-,-
05/05/2025 18:28:47,B28 (Binusian 2028),School of Information Systems,Alam Sutera,Ya,3.0,3.0,4.0,5.0,2.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,2.0,4.0,5.0,3.0,,"Fleksibilitas waktu belajar, Akses materi belajar yang jelas dan lengkap, Lingkungan belajar yang tenang","Ruangan yang tenang tanpa gangguan, Belajar sambil mendengarkan musik","Membaca materi mandiri, Mengikuti kuis interaktif atau latihan soal",tidak,gatau,mbo
05/05/2025 18:33:37,B27 (Binusian 2027),School of Computer Science,Alam Sutera,Ya,2.0,1.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,,"Akses materi belajar yang jelas dan lengkap, Lingkungan belajar yang tenang",Ruangan yang tenang tanpa gangguan,"Membaca materi mandiri, Menonton video penjelasan",setara,jawaban,"lebih sering digunakan, agar mahasiswa bisa terbiasa dengan forum"
05/05/2025 18:36:47,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,3.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,,"Fleksibilitas waktu belajar, Umpan balik cepat dari dosen, Lingkungan belajar yang tenang","Ruangan yang tenang tanpa gangguan, Belajar di malam hari ketika tidak ada gangguan lain","Membaca materi mandiri, Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal","Ada kelompok tertentu, kelompok orang yang pengen belajar",Absen,Bikin tugas projek yang related to their future jobs based on major
05/05/2025 19:19:41,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,4.0,5.0,3.0,5.0,3.0,1.0,1.0,2.0,3.0,4.0,4.0,1.0,5.0,5.0,1.0,1.0,,"Interaksi aktif dengan dosen, Kolaborasi dengan teman sekelas, Akses materi belajar yang jelas dan lengkap","Ruangan yang tenang tanpa gangguan, Belajar sambil mendengarkan musik, Belajar di malam hari ketika tidak ada gangguan lain","Membaca materi mandiri, Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal","forum dibuat untuk saling membuka pikiran dan ide2 lain selain milik sendiri. secara keuntungan semua pihak tentu mendapatkan keuntungan. namun tidak semua mahasiswa ingin terlibat, masing2 memiliki gaya belajarnya tersendiri, itulah yang membuat forum kurang efektif dan tidak setara","respon dosen. memperbaiki jawaban atau pemikiran yang kurang tepat sehingga disaat banyak ide yang timbul, dosen bisa menyempitkan sehingga titik temu dapat dihasilkan","lebih interaktif (ada quiz di akhir video penjelasan, dsb untuk plus poin atau hal lainnya) ; lebih jelas untuk video penjelasannya dari suara, gambar, hingga papan tulis (apabila dipakai)"
05/05/2025 19:30:18,B28 (Binusian 2028),School of Computer Science,Kemanggisan,Ya,5.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,"Interaksi aktif dengan dosen, Kolaborasi dengan teman sekelas, Akses materi belajar yang jelas dan lengkap","Ruangan yang tenang tanpa gangguan, Ruang bersama dengan suasana belajar (misalnya perpustakaan), Belajar sambil mendengarkan musik","Membaca materi mandiri, Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal",Tidak,Due date yang ditetapkan dosen.,Interfacenya dibuat lebih user-friendly dan mirip dengan group chat.
05/05/2025 19:33:54,B28 (Binusian 2028),School of Computer Science,Kemanggisan,Ya,3.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,,"Interaksi aktif dengan dosen, Kolaborasi dengan teman sekelas, Fleksibilitas waktu belajar","Ruangan yang tenang tanpa gangguan, Belajar di tempat dengan pencahayaan alami","Membaca materi mandiri, Mengikuti kuis interaktif atau latihan soal",Forum tidak selalu terpakai sehingga tidak semua kelompok merasakan keuntungannya,Interaksi antar dosen dan mahasiswa via forum,Lebih dipermudah penggunaannya dan lebih dibiasakan dengan tambahan beberapa fitur yang mendukung 
05/05/2025 20:22:05,B27 (Binusian 2027),School of Computer Science,Alam Sutera,Ya,5.0,5.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,,"Interaksi aktif dengan dosen, Fleksibilitas waktu belajar, Akses materi belajar yang jelas dan lengkap","Ruangan yang tenang tanpa gangguan, Belajar di tempat dengan pencahayaan alami",Mengikuti kuis interaktif atau latihan soal,Iya,Faktor tugas wajib dan absensi,Dapat ditingkatkan dengan interaksi langsung antar dosen atau teman sekelas sehingga forum diskusi dapat lebih menarik dan bermanfaat
05/05/2025 20:23:05,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,3.0,1.0,3.0,4.0,5.0,5.0,2.0,1.0,1.0,4.0,5.0,3.0,2.0,1.0,4.0,4.0,,"Interaksi aktif dengan dosen, Kolaborasi dengan teman sekelas, Lingkungan belajar yang tenang","Ruang bersama dengan suasana belajar (misalnya perpustakaan), Belajar sambil mendengarkan musik","Membaca materi mandiri, Menonton video penjelasan","tentunya pasti ada kelompok tertentu yang lebih banyak mendapat keuntungan dikarenakan bisa jadi dosen hanya terfokus pada anak anak yang aktif, sedangkan yang tidak aktif malah akan semakin tenggelam",kejelasan dan kelengkapan materi,harus memberikan banyak source dan bisa diberikan pertanyaan secara berkala untuk follow up semua mahasiswa agar telibat
05/05/2025 20:30:57,B27 (Binusian 2027),School of Information Systems,Kemanggisan,Ya,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,,"Interaksi aktif dengan dosen, Kolaborasi dengan teman sekelas, Akses materi belajar yang jelas dan lengkap","Ruangan yang tenang tanpa gangguan, Belajar di tempat dengan pencahayaan alami, Belajar di malam hari ketika tidak ada gangguan lain","Diskusi dan debat tertulis, Membaca materi mandiri, Menonton video penjelasan",tergantung,tidak,tidak
05/05/2025 20:40:26,B28 (Binusian 2028),School of Computer Science,Kemanggisan,Ya,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,"Fleksibilitas waktu belajar, Umpan balik cepat dari dosen, Akses materi belajar yang jelas dan lengkap","Ruang bersama dengan suasana belajar (misalnya perpustakaan), Belajar sambil mendengarkan musik","Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal, Membuat mind map atau visualisasi konsep","Ga si, forum kurang",Onsite dan diskusi real time,Mungkin bisa dengan cara dosen nya lebih fast respon
05/05/2025 20:47:42,B27 (Binusian 2027),Faculty of Humanities,Kemanggisan,Ya,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,,"Fleksibilitas waktu belajar, Akses materi belajar yang jelas dan lengkap, Forum diskusi yang aktif","Ruangan yang tenang tanpa gangguan, Belajar di tempat dengan pencahayaan alami, Belajar di malam hari ketika tidak ada gangguan lain","Membaca materi mandiri, Menonton video penjelasan",forum pembelajaran sinkron lbh membantu,-,lebih memahami materi
05/05/2025 20:51:16,B28 (Binusian 2028),School of Computer Science,Kemanggisan,Ya,3.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0,2.0,3.0,4.0,2.0,2.0,,"Fleksibilitas waktu belajar, Akses materi belajar yang jelas dan lengkap","Ruangan yang tenang tanpa gangguan, Belajar di malam hari ketika tidak ada gangguan lain",Mengikuti kuis interaktif atau latihan soal,"Ya, karena setiap mahasiswa bebas untuk research terlebih dahulu ",Absensi,"Mungkin menambahkan pertanyaan yang memancing pemikiran dibanding membungkusnya hanya dalam bentuk tugas
"
05/05/2025 20:54:40,B27 (Binusian 2027),Faculty of Engineering,Kemanggisan,Ya,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,,"Interaksi aktif dengan dosen, Kolaborasi dengan teman sekelas, Akses materi belajar yang jelas dan lengkap","Ruangan yang tenang tanpa gangguan, Belajar di malam hari ketika tidak ada gangguan lain","Membaca materi mandiri, Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal","Ya, memberikan kesempatan yang setara karena ada beberapa orang yang kurang percaya diri untuk mengungkapkan jawaban nya di forum terbuka, maka forum diskusi menjadi keuntungan bagi semua mahasiswa untuk terlibat","Absen, nilai Tugas, dan Keaktifan ","Menurut saya, apabila dosen melampirkan materi, dapat diakses dengan mudah dan materi yang dilampirkan jelas."
05/05/2025 20:56:21,B27 (Binusian 2027),Faculty of Humanities,Kemanggisan,Ya,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0,2.0,,"Fleksibilitas waktu belajar, Akses materi belajar yang jelas dan lengkap, Lingkungan belajar yang tenang","Ruangan yang tenang tanpa gangguan, Ruang bersama dengan suasana belajar (misalnya perpustakaan)","Membaca materi mandiri, Menonton video penjelasan","Menurut saya, forum pembelajaran memberikan kesempatan yang setara bagi seluruh mahasiswa",Kontribusi pengisian forum terhadap absensi dan nilai akhir. ,"Topik diskusi yang dikaitkan dengan isu-isu terkini atau kasus nyata, bisa membuat mahasiswa jadi lebih tertarik untuk berkontribusi"
05/05/2025 21:03:35,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,,"Fleksibilitas waktu belajar, Akses materi belajar yang jelas dan lengkap, Lingkungan belajar yang tenang","Ruangan yang tenang tanpa gangguan, Ruang bersama dengan suasana belajar (misalnya perpustakaan), Belajar sambil mendengarkan musik","Membaca materi mandiri, Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal",menurut saya forum ini sudah cukup universal dalam mencakup keseluruhan aspek seorang mahasiswa/i,"menurut saya fondasinya, lebih tepatnya aplikasi penunjang pembelajaran berbasis forum asinkron yaitu BinusMaya","ke arah teknikalitas (?) seperti dapat memuat banyak orang dalam satu waktu sehingga dapat salinf bertukar pendapat lebih stabil, dan juga kestabilan aplikasi dari keseluruhan aspek"
05/05/2025 21:08:59,B27 (Binusian 2027),Binus Business School Undergraduate Program,Alam Sutera,Ya,4.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,,"Interaksi aktif dengan dosen, Kolaborasi dengan teman sekelas, Lingkungan belajar yang tenang","Ruang bersama dengan suasana belajar (misalnya perpustakaan), Belajar di tempat dengan pencahayaan alami, Belajar di malam hari ketika tidak ada gangguan lain","Diskusi dan debat tertulis, Membaca materi mandiri",Setara bagi semua mahasiswa,Absen,Adanya jawaban dari dosen tentang materi yang didiskusikan
05/05/2025 21:11:03,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,4.0,2.0,2.0,3.0,2.0,2.0,,"Interaksi aktif dengan dosen, Fleksibilitas waktu belajar, Akses materi belajar yang jelas dan lengkap",Ruangan yang tenang tanpa gangguan,"Membaca materi mandiri, Menonton video penjelasan","Menurut aku, forum asinkron itu adil karena semua orang bisa ikut kapan aja. Tapi yang lebih diuntungkan biasanya yang rajin, punya internet lancar, dan bisa atur waktu sendiri. Yang susah fokus atau gampang mager kadang jadi ketinggalan.","Menurut aku, faktor yang paling berkontribusi itu topik diskusinya menarik dan relevan, jadi aku lebih semangat buat jawab. Selain itu, dosen yang aktif kasih feedback juga bikin aku merasa dihargai, jadi makin mau terlibat. Terakhir, deadline yang jelas tapi fleksibel bantu aku atur waktu biar tetap bisa ikut diskusi.","Forum asinkron bisa lebih menarik kalau topiknya relate, dosen aktif balas, ada media visual, dan dikasih reward buat yang aktif. Jadi diskusinya lebih hidup dan bikin semangat."
05/05/2025 21:15:29,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,,"Interaksi aktif dengan dosen, Umpan balik cepat dari dosen, Akses materi belajar yang jelas dan lengkap","Ruangan yang tenang tanpa gangguan, Belajar sambil mendengarkan musik, Belajar di malam hari ketika tidak ada gangguan lain","Membaca materi mandiri, Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal",Setara,Materi yang relevan,Mewajibkan untuk berdiskusi agar terdorong untuk ikut ambil bagian
05/05/2025 21:35:07,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,5.0,3.0,4.0,5.0,4.0,4.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,,"Fleksibilitas waktu belajar, Akses materi belajar yang jelas dan lengkap, Forum diskusi yang aktif","Belajar sambil mendengarkan musik, Belajar di malam hari ketika tidak ada gangguan lain","Menonton video penjelasan, Membuat mind map atau visualisasi konsep",Yes karena accessible bagi semua mahasiswa,Absensi bukan karena manfaat,Dibuat lebih interaktif
05/05/2025 21:41:44,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,3.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,,"Interaksi aktif dengan dosen, Kolaborasi dengan teman sekelas, Lingkungan belajar yang tenang","Ruangan yang tenang tanpa gangguan, Belajar di tempat dengan pencahayaan alami, Belajar di malam hari ketika tidak ada gangguan lain","Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal","forum memberikan kesempatan yang setara, namun terkadang kurang dimanfaatkan oleh mahasiswa",nilai,"membuat forum diskusi yang menarik dan interaktif, bisa dibuat anonymus, atau dibuat deadline sehingga dapat meningkatkan minat mahasiswa dalam mengisi"
05/05/2025 21:59:02,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,4.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,,"Interaksi aktif dengan dosen, Umpan balik cepat dari dosen, Akses materi belajar yang jelas dan lengkap","Ruangan yang tenang tanpa gangguan, Ruang bersama dengan suasana belajar (misalnya perpustakaan)","Membaca materi mandiri, Membuat mind map atau visualisasi konsep","Apabila forum tersebut di wajibkan maka akan setara semuanya terlibat, tetapi apabila tidak diwajibkan maka pasti forum diskusi kurang efektif",Kewajiban mengisi forum untuk absensi ,Apabila tampilannya dapat lebih menarik dan bisa interaktif contohnya bisa main games seperti kahoot yang mengejar score
05/05/2025 21:59:04,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,1.0,1.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,,"Kolaborasi dengan teman sekelas, Fleksibilitas waktu belajar, Umpan balik cepat dari dosen","Ruangan yang tenang tanpa gangguan, Belajar sambil mendengarkan musik, Belajar di malam hari ketika tidak ada gangguan lain",Menonton video penjelasan,menurut saya hal itu memberikan kesempatan mahasiswa utk terlibat karena pasti setiap mahasiswa memiliki jawaban yg berbeda2 ketika di forum diskusi,pembahasan yg menarik dan tidak rerlalu berat,mungkin dibikin lebih interaktif kali ya
05/05/2025 21:59:05,B27 (Binusian 2027),School of Information Systems,Alam Sutera,Ya,2.0,1.0,2.0,5.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,,"Fleksibilitas waktu belajar, Akses materi belajar yang jelas dan lengkap, Lingkungan belajar yang tenang","Ruangan yang tenang tanpa gangguan, Ruang bersama dengan suasana belajar (misalnya perpustakaan), Belajar sambil mendengarkan musik","Membaca materi mandiri, Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal","Iya saya merasa bahwa forum pembelajaran asinkron memberikan kesempatan kepada seluruh mahasiswa terlibat di dalamnya untuk berpikir kritis maupun mengungkapkan pendapatnya, namun pasti hanya beberapa orang yang mampu untuk menggunakannya secara tepat sisanya lebih banyak cenderung pasif terhadap materi atau pertanyaan yang dilontarkan di forum tersebut.",Keterlibatan saya dalam forum BINUS cenderung lebih untuk mengisi absensi saja layaknya mahasiswa pada umumnya belum terdapat faktor yang menonjol,"Mungkin forum pembelajaran asinkron perlu melibatkan visualisasi video maupun gambar yang menarik seperti short youtube atau reels, karena bagi mahasiswa sekarang mereka cenderung inginnya instan dan mudah sehingga dengan begitu mahasiswa mampu untuk fokus dan mengerjakaannya dengan sepenuh hati."
05/05/2025 22:08:24,B27 (Binusian 2027),School of Computer Science,Alam Sutera,Ya,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,,"Interaksi aktif dengan dosen, Kolaborasi dengan teman sekelas, Fleksibilitas waktu belajar","Ruangan yang tenang tanpa gangguan, Ruang bersama dengan suasana belajar (misalnya perpustakaan), Belajar di malam hari ketika tidak ada gangguan lain","Diskusi dan debat tertulis, Membaca materi mandiri, Membuat mind map atau visualisasi konsep", , , 
05/05/2025 22:36:21,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,"Interaksi aktif dengan dosen, Kolaborasi dengan teman sekelas, Fleksibilitas waktu belajar","Belajar sambil mendengarkan musik, Belajar di tempat dengan pencahayaan alami","Diskusi dan debat tertulis, Membaca materi mandiri, Menonton video penjelasan",ya,poin?,lebih interaktif aja kek dri design dibuat menarik gitu
05/05/2025 22:38:54,B27 (Binusian 2027),School of Design,Alam Sutera,Ya,3.0,4.0,3.0,3.0,3.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,,"Interaksi aktif dengan dosen, Fleksibilitas waktu belajar, Akses materi belajar yang jelas dan lengkap","Ruangan yang tenang tanpa gangguan, Belajar sambil mendengarkan musik","Membaca materi mandiri, Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal",ya,materi digital,materi lebih detail dan lengkap
05/05/2025 23:32:38,B28 (Binusian 2028),School of Computer Science,Kemanggisan,Ya,3.0,4.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,,"Interaksi aktif dengan dosen, Kolaborasi dengan teman sekelas, Akses materi belajar yang jelas dan lengkap","Belajar sambil mendengarkan musik, Belajar di malam hari ketika tidak ada gangguan lain","Membaca materi mandiri, Menonton video penjelasan, Mengikuti kuis interaktif atau latihan soal","ya, semua dapat kesempatan setara",adanya tugas dari dosen,"dosen lebih aktif membalas mahasiswa, memberikan feedback dari tugas yang dikumpulkan"
06/05/2025 01:10:40,B27 (Binusian 2027),School of Computer Science,Kemanggisan,Ya,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,,"Fleksibilitas waktu belajar, Akses materi belajar yang jelas dan lengkap, Lingkungan belajar yang tenang","Ruang bersama dengan suasana belajar (misalnya perpustakaan), Belajar di tempat dengan pencahayaan alami, Belajar di malam hari ketika tidak ada gangguan lain","Membaca materi mandiri, Menonton video penjelasan",sama semua,materi yang jelas,sudah baik
